,original_text,paraphrase
374,THREE WOMEN ARE AT RISK OF UP TO 2 YEARS IN PRISON BECAUSE OF A POSTER,"""THREE WOMEN FACE JAIL TIME FOR A MEME: UP TO 2 YEARS FOR A POSTER"""
375,Steve Jobs\n1955-2011\n\nBlow Jobs\n1992 - 2001\n\nNo Jobs\n2008-2012,"Steve Jobs
1955–🎉

Inhaling Jobs
1992–2001

Unemployment
2008–2012"
376,I support Kentaji Brown Jackson for SCOTUS.,"I'm a fan of KBJ for the Supreme Court, let's make it happen!"
377,When everybody around you is praying to Allah but you're about to meet him\n,"When the squad is praying to Allah, but you're about to have a personal encounter."
378,ORANGE IS THE NEW BLACK.,"""TANGERINE IS THE UNCONVENTIONAL FRESH TAKE."""
379,What do you think of President-elect Biden asking Americans to wear a mask for 100 days?,"So, about Biden's request for Americans to mask up for his first 100 days... thoughts, folks?"
380,DO YOU KNOW HOW FAST YOU WERE GOING?,"""BRO, YOU EVEN LOOK AT THE SPEEDO?!?"""
381,SPOT THE DIFFERENCE,SEEK OUT THE DISCREPANCIES
382,$20.00\n\n1998\n\n\n$20.00\n\n2005\n\n$20.00\n\n2013\n\nINFLATION\nSilently Robbing You Of Purchasing Power Since 1913\n,"""$20\n\n1998\n\nStill $20 in 2005\n\nAnd $20 again in 2013\n\nINFLATION\nThat Sneaky Thief, Quietly Taking Your Buying Power Since 1913"""
383,I KNEW FROM THE MOMENT HE SMELLED MY HAIR THAT I WOULD BE HIS PRESS SECRETARY!,"The moment his nostrils flared with the scent of my hair, I just knew I'd be his press secretary!"
384,HELP! \nI'VE LOST AND I CAN'T SHUT UP,"HALP!
I'M LOST AND MY CHATTY MOUTH WON'T QUIT!"
385,"\So happy Biden won, now things can go back to normal.\","""Biden's win gives me hope that we'll see some kind of normalcy again."""
386,Then\n\nNow,Back in the day\n\nNowadays
387,COMING TO CHANNEL 9 IN 2016\n\nCELEBRITY\nGET ME OUT OF HERE!,"COMING TO YOUR SCREENS IN 2016...

CELEBRITY: GET ME OUTTA HERE, MAN! #Channel9Vibes"
388,I shall name him Birdie Sanders,Birdie Sanders shall henceforth be his moniker.
389,Germany - 1941\n\nRussia - 2022,"In the year of our lord:

Germany - '41

Russia - '22"
390,WHAT I ORDERED ON WISH\n\nWHAT I GOT,"The Wishful Thinking Conundrum:

""Expectation vs Reality"""
391,This year's Christmas gift decision is tougher than ever...,"""This Christmas, the struggle to decide on gifts is more real than ever..."""
392,\Everything President Biden does and says deeply thought out and measured intelligently.\,"""Biden's every action and word is carefully calculated and executed with the precision of a master chess player."""
393,IL DONALD & IL DUCE,"Il Donaldo and Il Douche are two peas in a pod, my friend. Like, they're basically the same person, just with different hairdos. Il Donaldo, he's all like ""build a wall,"" and Il Douche, he's like ""make Italy great again."" They're both just big ol' bowls of xenophobic, nationalist crazy soup."
394,Propaganda\n\nRussian people\n\nRussian media,"Propaganda: The Russian Way

Featuring:

- Russian People: Masters of spreading the word, Russian-style.
- Russian Media: Spinning tales like a ballet, but with a twist of vodka."
395,Who's there?\nCrimea\nCrimea who? \nCrimea River,"Who is it?
The Nile.
The Nile who?
The Nile mile, I cried a river over you, baby!"
396,The dome that covered Ukraine\n,The big ol' dome that encapsulated Ukraine
397,David Brog Appointed as Nevada State Chair for U.S. Term Limits,"David Brog, the Big Boss of U.S. Term Limits, has been slaying terms left and right as the new Nevada State Chair. Brog, aka Terminator, is on a mission to bring common-sense term limits to the Silver State, and he won't take no for an answer! With his laser-focused determination and passion for shaking things up, Brog is the hero Nevada needs to break the cycle of career politicians."
398,THIS MAN IS WORKING FOR FREE,"""This dude be volunteering his services!"""
399,ALMOST GONE,"""ON THE BRINK OF EXTINCTION"""
400,Day 22 of the McCain farewell tour\n,It's a three-week long extravaganza as we bid adieu to McCain: Day twenty-two.
401,Who did this?,Whomst hath committed this heinous act?
402,LIKE AND SHARE\n\nIF ALL OF THEM SHOULD BE ARRESTED FOR BLOCKING THE HIGHWAY!,"SHARE AND LIKE!

THEY SHOULD ALL BE ARRESTED FOR OBSTRUCTING THE FREEWAY!"
403,ANTIFA OFFICER RANKS\nOfficer Cadet \nFirst Lieutenant\nSecond Lieutenant \nCaptain\nMajor\nLieutenant Colonel\nColonel\n\nBrigadier General\nMajor General\nLieutenant General\nGeneral\nMarshal of ANTIFA,"ANTIFA OFFICIAL RANKS OF POWER: 

- Officer Cadet 
- First Lieutenant
- Lieutenant, but Less-So (Second Lieutenant)
- Captain Fantastic (Captain)
- Major Problem (Major)
- Lieutenant, Extra Crispy (Lieutenant Colonel)
- Colonel Sanders (Colonel) 

The Above-Top-Brass: 

- Brigadier, Not Brigadier General 
- Major, But Not a Fan (Major General)
- Lieutenant, But More-So (Lieutenant General)
- General Chaos (General)
- The Grand Marshal of ANTIFA, First of Their Name, Breaker of Rules, and Father of Memes."
404,Eric Garner on the left. \nEl Paso shooter on the right.\n\nGOOD THING HE WASN'T SELLING LOOSE CIGARETTES.\n,"Eric Garner, El Paso shooter. Good thing he didn't sell single cigarettes, or else..."
405,UKRAINE,uKrAiNe
406,USS RONALD REAGAN\n\nUSS BARACK OBAMA,"""The Navy, but it's the morning after election day:

USS RONALD HAD-HIS-CHANCE

USS BARACK WE-GIVE-YOU-A-CHANCE"""
407,Without us you'd still be worshipping the Sun!\nDude... the Sun is real,"""Bro, we literally brought you out of the dark ages!\nLike, the Sun is actually a thing, dude..."""
408,2009\n\nUNEMPLOYMENT RATE: 9.9%\n\nWOMEN: 8.7%\n\nHISPANICS: 12.8%\n\nAFRICAN AMERICANS: 16.1%\n\nGDP: -2.5%\n\nTOTAL JOBS LOST: 5.1 MILLION\n\n2019\n\nUNEMPLOYMENT RATE: 3.9%\n\nWOMEN: 3.8%\n\nHISPANICS: 4.4%\n\nAFRICAN AMERICANS: 6.69%\n\nGDP: +3%\n\nTOTAL JOBS GAINED: 2.6 MILLION,"2009: The Great Recession got us like...

UNEMPLOYMENT RATE: 9.9% 😱

WOMEN: 8.7% 😓

HISPANICS: 12.8% 😭

AFRICAN AMERICANS: 16.1% 😩

GDP: -2.5% 💰⬇️

TOTAL JOBS LOST: 5.1 MILLION 😮😮😮

2019: We're bouncing back! 

UNEMPLOYMENT RATE: 3.9% 😎

WOMEN: 3.8% 💪

HISPANICS: 4.4% 🥳

AFRICAN AMERICANS: 6.69% 🔥

GDP: +3% 💰⬆️

TOTAL JOBS GAINED: 2.6 MILLION 🤩🥳🎉"
409,I brought you some emails to read...,I brought ye some emails to peruse...
410,HE SNIFFS HAIR\n\nAND HE WANTS YOUR JELLO FUDGE PUDDING POP,"He be like: ""Mmm, your hair smells good... and I want that Jello Fudge pudding pop you're hiding."""
411,2 DAYS\n\nAMERIGEDDON\n\nAMERIGEDDONTHEMOVIE.COM,"48 HOURS REMAIN UNTIL...

AMERIGEDDON: THE APOCALYPSE (OR SOMETHING)

CHECK OUT: AMERIGEDDONTHEMOVIE.COM FOR MORE END-OF-DAYS INFO"
412,RICH PEOPLE WORKING VERY HARD\n\nPOOR PEOPLE BEING LAZY,"RICH PEOPLE GRINDING NON-STOP

POOR PEOPLE CHILLING ALL DAY"
413,ENJOY YOUR \SHARED RESPONSIBILITY TAX\!,"""Hope you're relishing that \SHARED 'FUN' RESPONSIBILITY TAX\!"""
414,A PICTURE IS WORTH A THOUSAND WORDS,"One pic, more clout than a thousand-word essay, fam!"
415,2 day invasion.\n\n2 week invasion.\n\n2 month invasion.,Two days to invade your country and chill.\n\nTwo weeks to invade and have a wild party.\n\nTwo months to invade and make it your second home.
416,Brittney Griner\n\nBiden\n\nAmericans in prison for marijuana\n\nRoss Ulbricht\n,"Free Brittney Griner and all Americans locked up for marijuana!

Biden, let's get it done, and don't forget Ross Ulbricht too!"
417,Ukraine\n\nPutin,Putin\n\nUkraine?
418,PRESIDENT OBAMA DRIVING TO WORK\n\nPRESIDENT PUTIN DRIVING TO WORK,"""BARACK OBAMA ON HIS WAY TO THE OFFICE

VLADIMIR PUTIN COMMUTING TO HIS WORKPLACE"""
419,BREAKING NEWS\n\nDonald Trump's hair\n\ndecides to flee,"BREAKING NEWS:

The Great Escape

Trump's hair has decided to make a run for it. It's out there, free and wild."
420,Democratic world\n\nUkraine,"Democracy for the world, freedom for Ukraine."
421,The Putin Defence,"""When you're caught red-handed, just Putin it: claim it's fake news, blame it on a vast conspiracy, and then point to some random incident as proof that you're the real victim here. It's the ultimate defence strategy for our times. No matter how wild the claims, just deny, deflect, and deploy the Putin Defence!"""
422,"\Nanny, I got the job!\","""Nanny, I'm employed!"""
423,"Ask me about the $400,000,000 I got from Russia.","""Inquire within about the cool $400 mil I acquired from Russia, comrade."""
424,OUR BORDER\n\nOUR CAPITOL,"OUR YARD

THE WHITE HOUSE"
425,\IT ISN'T ASSAULT\\n\n\IF SHE DOESN'T SCREAM\,"""IT'S NOT ASSAULT**...**
SHE'S NOT SCREAMING, IS SHE?"""
426,Today's recipe\nLame duck a l'orange,"Today's Recipe: 

*Sick Duck à la Orange* 

Let's get quackin'!"
427,\ONE DAY I'LL OWN THIS BOOT.\\n- Libertarians,"""One Day, This Boot Will Be Mine.\
-Libertarians"""
428,THE LATEST FASHION TREND\n\nWear a jumpsuit that matches your hair.\n,"THE LATEST FASHION SECRET REVEALED!

Step up your style game: rock a jumpsuit that SLAYS with your hair color."
429,This is Florida!,"This...is...FLORIDA, baby!"
430,"What is the difference between Ukraine and Russia?\n\nI need ammunition, not a ride!\n\nI need a ride, not ammunition!","""What's the deal with Ukraine and Russia, anyway?\n\nAmmo, please! No need for a lift.\n\nA lift, yes! Ammo is not required!"""
431,"They said he would never seriously run for president. He ran.\nThey said he would never be the Republican Nominee.\nHe was.\nThey said he would never win the presidency. He won.\nThey said he would never Make America Great Again, and he is.","They said he'd never run for President, but he's not a conventional politician. So he ran.\
They said he'd never get the nomination, but the people chose him.\
They said he'd never win, but he defied the odds.\
And they said he couldn't Make America Great Again, but he proved them wrong, and he will."
432,PRAVDA\n\nInsane Propaganda\n\nRISHI SUNAK'S NEW YEAR MESSAGE OF HOPE\nGOOD TIMES ARE COMING,"PRAVDA

Madcap Mind Control

RISHI SUNAK'S NEW YEAR'S RALLYING CRY: BETTER DAYS AHEAD!"
433,Ukraine\n\nRussia\n\nRest of the world,"The World According to [Insert Name]: 

- Ukraine-verse
- Russia-verse
- The Rest of the Multiverse"
434,When one door closes\n\n....another one opens.\n,"When life shuts a door...

It opens a window."
435,TOP 5 OMICRON SYMPTOMS\nRunny nose\nHeadache\nFatigue\nSneezing\nSore throat,"TOP 5 OMICRON STRIKES:
1. Niagra Falls in your nose
2. Headache from hell
3. Exhaustion extraordinaire
4. Sneezing symphony
5. Oh-so-sore throat"
436,DEAR OBAMA\n\nKEEP UP THE GOOD WORK,"DEAR OBAMA

YOU'RE DOING AWESOME, KEEP AT IT!"
437,"HEY NANCY, IT'S OWEN\n\nOWEN WHO?\n\nO AND.2","HEY GIRL, IT'S YA BOY O-DOG

O-WHO?

OH YOU KNOW, O-DIGGITY, O-AND.2, THE O-MAN"
438,"Look man, there's plenty of toys to go around to children. Now here's the deal...","Yo, bro, there's a ton of toys for the kiddos, aight? Now, here's the lowdown..."
439,SOME MEN\n\nJUST WANT TO WATCH THE WORLD BURN,"Some dudes...

...just wanna see the world in flames."
440,"IF I ONLY HAD A...\n\n...YOU KNOW, YOU KNOW THE THING","If I could just get my hands on that...

...YEAH, THAT ONE THINGAMABOB"
441,TWEET LESS.\n\nPACK MORE.\n,SAY LITTLE.\n\nDO MUCH.
442,UNDER\n\nDISTRESS,"In dire straits, but keeping it cool:

""OVERWHELMED

BUT HANDLING IT"""
443,WESTERN MEDIA\nX Doubt,"Western Propaganda: 
Big X Doubt"
444,"DON'T MESS WITH ME, ISIS\n\nI WAS THE GRAND MARSHAL IN A PARADE!!!","""BACK OFF, ISIS, I WAS THE HEAD HONCHO AT A PARADE!!!

DON'T TEST ME, I'VE MARSHALED THE TROOPS!!!"""
445,"I knew they would be something special\n\nAfter the Obama's and now Biden's, OMG I was so right.","I just knew they'd be iconic...

First the Obamas, then the Bidens. I was so right, OMG!"
446,RUSSIA: WE'LL MAKE OUR OWN MACDONALDS!\n,Russia: We will create 'McPutin's'!
447,DID YOU GET A NEW TV ON BLACK FRIDAY?\n\nHOPEFULLY IT'S HIGH ENOUGH DEFINITION\n\nFOR YOU TO SEE WHAT'S GOING ON\n,"""I HOPE YOUR BLACK FRIDAY TV\n
HAS A CRYSTAL CLEAR DISPLAY.\n
THAT WAY, YOU WON'T MISS A SINGLE DETAIL!"""
448,"Speaker Confirmed\nFebruary 24-27,2022\nOrlando, Florida\n\nDonald J. Trump\n45th President of the United States","Speaker Confirmed
Feb 24-27, 2022
Orlando, Florida

The Legend, The Myth, The Man
Donald J. Trump
45th President of the United States of America"
449,"JOE BIDEN FINALLY\n\nGOT A BOAT PARADE\n\nLong Beach, CA","""A PARADE FOR JOE BIDEN, AT LAST!

The Long Beach, CA, boat parade was a sight to behold!"""
450,Photo of Biden saying schools can reopen safely,"Image of Biden whispering: ""Schools are clear for takeoff."""
451,The authors of the Constitution intended the state legislatures to play an important role in amending the Constitution with Article V.\n\nDo you think the states should impose term limits on Congress?\n,"""The Founding Fathers wanted state legislatures to be able to flex their muscles and get swole when it came to tweaking the Constitution with Article V. 

But yo, should states put a cap on how long Congress peeps can stay in the game?"""
452,Their Republican\nMy Republican,"Their Republican: Old, white, and out of touch.

My Republican: Young, diverse, and... still out of touch."
453,I PLEDGE TO VOTE FOR THIS MAN AGAIN\n\nAND I TRUST HIM MORE THAN ANY MEDIA COMPANY ON THE PLANET,I'D VOTE FOR THIS GUY ANY DAY\n\nAND I TRUST HIM WAY MORE THAN THOSE FAKE NEWS OUTLETS!
454,When you experience a consequence,When the consequences come knocking at your door like...
455,COST OF A RECOUNT: MILLIONS\n\nSEEING HER LOSE TO TRUMP TWICE: PRICELESS,"SPENDING MILLIONS ON A RECOUNT\n\nWATCHING HER BEATEN BY TRUMP, NOT ONCE BUT TWICE: ABSOLUTELY PRICELESS"
456,SHITS& GIGGLES,Giggles & Shits
457,Knock knock!\nWho's there?\nNot you!,"Knock knock!
Who's there?
It's not you, that's for sure!"
458,11 MAY MARKS 100 DAYS SINCE THE MILITARY COUP IN MYANMAR,11 MAY: 100 DAYS SINCE THE MILITARY COUP IN MYANMAR; A CENTURY OF RESISTANCE AND FIGHT!
459,SURELY NOBODY EXPECTED\n\nTHESE PEOPLE TO KNOW WHEN THEY'VE LOST\n,"""SURELY NO ONE THOUGHT\n\nTHESE FOLKS WOULD GRASP THE CONCEPT OF DEFEAT\n"""
460,\Did you take the high road like I told you\\n\n\I told him to shut up\\n,"""\You took the high road as advised\\n\n\And I put that fella in his place\\n"""
461,GREED\nSLOTH\nGLUTTONY\nWRATH\nLUST\nPRIDE\nENVY,"$$$
😴
🍔🍟🍕🍩🍫🍭🍬
😡
😍
😎
😒"
462,COMMUNISM - 101\nLEGACY OF REVOLUTION,"""CAPITALISM - 101: THE BOURGEOISIE'S GUIDE TO SUPPRESSING THE PROLETARIAT"""
463,"Eco-friendly gunsmith recycles 265 soda cans into working AR-15\n\nYou know, I'm something of an environmentalist myself.","""Green Gunsmith: Master Craftsman recycles 265 soda cans into a mean, lean, fighting machine. An AR-15, no less! Now that's what I call 'going green'! As an environmentalist myself, I salute this innovative spirit."""
464,I'M WITH THEM\n,I STAN.
465,"His patience is wearing thin!\n\nSee, nobody cares.","""His patience is running out faster than my data plan!\n\nGuess what? Still nobody cares."""
466,"2 YEARS ON THE JOB..\n\n4 MILLION JOBS GAINED\n\n1 MONTH ON THE JOB...\n\n25,000 JOBS LOST","""TWO YEARS ON THE JOB...\n\nAnd we're talking:\n\n4 MILLION JOBS CREATED\n\nONE MONTH ON THE JOB...\n\nOops! 25,000 jobs vanished."""
467,WHEN YOU FINALLY REALIZE HE LOST THE ELECTION\n\nAND THE MAGA HAT COMES OFF\n,"When it hits you that Biden won...

*Slowly removes MAGA hat...*"
468,WILL YOU BE WATCHING THE INAUGURATION?,"""ARE YOU TUNING IN FOR THE BIG 'INAUGURAL' EVENT?"""
469,THE SHELVES MAY BE EMPTY BUT MY DRAWERS ARE FULL,"""THE PANTRY MAY BE BARE, BUT MY DRESSER HAS PLENTY."""
470,LET ME BE CLEAR\n\nI'M NOT \THE BIG GUY IN HUNTERS EMAILS!,"LET ME MAKE THIS PERFECTLY CLEAR, I AM NOT THE SO-CALLED ""BIG GUY"" MENTIONED IN THOSE HUNTER'S EMAILS, CAPISCE?!"
471,\I'M GONNA HAVE TO CONFISCATE ALL OF IT.\,"""WE'RE TALKIN' FULL-ON SEIZURE OF DA GOODS, MY DUDE."""
472,when boys smile at you mysteriously,"When them boys give you that sly, mysterious grin..."
473,You came back for me.\n\nI'm not Joe Biden.,"You returned for lil' ol' me?

I'm not Biden, folks."
474,THE FUTURE IS CLEAR\n\nAND MY VISION IS 2020,THE CRYSTAL BALL SHOWS A CLEAR PATH\n\nAND MY EYES ARE SET ON THE YEAR 2020
475,Worst. Calendar. Ever,"""Absolute Trash: A Calendar Story"""
476,"'A Ukrainian company pays my son $50,000 a month\nto sit on its board.'\n\n(Snnnniifffff...)","""My son gets $50k a month from some Ukrainian firm... apparently, he's on their 'board'. (Sniff... so proud... my boy's all grown up... sniff...)"""
477,There's rappers at the super bowl.,"There's rappers at the big game, ya'll!"
478,ONLY REDACTION I WANNA SEE\n,"I ONLY WANNA SEE THAT REDACTION, YA HEAR?"
479,I JUST LOVE\n\nMY PRESIDENT,I Adore My Commander-in-Chief!
480,\You guys want to know your impact on gun sales?\\n\n\Almost 5 million guns were sold in 2 months. Great Job!\,"""Y'all wanna know your impact on them gun sales? Almost 5 million guns sold in 2 months! Y'all did a great job, keep it up!"""
481,HISTORY OF US PRESIDENTS,"**HISTORY OF US PREZ**

The good, the bad, and the ugly of the US presidents, a wild ride from the founding fathers to the present day. From George Washington's wooden teeth to Joe Biden's ice cream habit, let's dive into the memeworthy moments and the legacy of each POTUS. This will be a trip through time, with a side of 'murica and a dash of 'wait, what?'"
